code,raw_gold,runtime_fallback_needed,quality_score,similarity_risk,gsc_impressions,gsc_clicks,recommended_action
P0368,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0369,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0370,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0371,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0372,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0373,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0374,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0375,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0376,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0377,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0378,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0379,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0380,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0381,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0382,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0383,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0384,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0385,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0386,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0387,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0388,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0389,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0390,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0391,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0392,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0393,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0394,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0395,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0396,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0397,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0398,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0399,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0400,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0401,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0402,yes,no,82,low,0,0,Use as gold code hub source.
P0403,yes,no,82,low,0,0,Use as gold code hub source.
P0404,yes,no,82,low,0,0,Use as gold code hub source.
P0405,yes,no,82,low,0,0,Use as gold code hub source.
P0406,yes,no,82,low,0,0,Use as gold code hub source.
P0407,yes,no,82,low,0,0,Use as gold code hub source.
P0408,yes,no,82,low,0,0,Use as gold code hub source.
P0409,yes,no,82,low,0,0,Use as gold code hub source.
P0410,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0411,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0412,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0413,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0414,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0415,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0416,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0417,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0418,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0419,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0420,yes,no,83,low,12,0,Use as gold code hub source.
P0421,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0422,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0423,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0424,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0425,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0426,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0427,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0428,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0429,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0430,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0431,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0432,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0433,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0434,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0435,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0436,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0437,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0438,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0439,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0440,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0441,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0442,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0443,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0444,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0445,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0446,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0447,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0448,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0449,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0450,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0451,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0452,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0453,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0454,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0455,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0456,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0457,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0458,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0459,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0460,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0461,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0462,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0463,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0464,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0465,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0466,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0467,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0468,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0469,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0470,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0471,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0472,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0473,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0474,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0475,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0476,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0477,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0478,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0479,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0480,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0481,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0482,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0483,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0484,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0485,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0486,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0487,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0488,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0489,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0490,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0491,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0492,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0493,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0494,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0495,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0496,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0497,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0498,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0499,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0500,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0501,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0502,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0503,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0504,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0505,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0506,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0507,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0508,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0509,no,yes,59,high,19,0,Upgrade raw record before treating as high-confidence index target.
P0510,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0511,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0512,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0513,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0514,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0515,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0516,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0517,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0518,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0519,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0520,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
